epoch,train_loss,val_loss,val_mIoU,val_mIoU_no_bg,val_pixel_accuracy,lr,seconds
1,2.7465597541568805,1.6548229441585312,0.06739289020476392,0.05880389353659838,0.6445916876735458,5.85e-05,321.4348909854889
2,1.9296368460458524,1.3028592048399898,0.10671976563087475,0.09862524028972053,0.6914517965661474,5.6999999999999996e-05,226.6043884754181
3,1.68608364580467,1.1589509636522777,0.14120852839354645,0.13335888184967618,0.7195362795787643,5.550000000000001e-05,224.02474665641785
4,1.524780643371701,1.074466398920879,0.16848374588130813,0.16075169036299594,0.7313049270446041,5.4000000000000005e-05,221.7412416934967
5,1.4025326901056296,1.0106964590080292,0.1884473221961107,0.18084484085977948,0.7467570860223119,5.25e-05,222.63212084770203
6,1.2976195477854582,0.9573533400953056,0.207860849484417,0.20045970619081033,0.7538124298953627,5.1e-05,225.92879128456116
7,1.2427382985617936,0.9223621006471565,0.2134049345700402,0.2059725231913437,0.757347589515778,4.95e-05,224.99007201194763
8,1.1530661838110474,0.8874298764998654,0.2372794608944547,0.23021273835282077,0.765578097607716,4.8e-05,220.78460001945496
9,1.0999840887892605,0.8616710087381693,0.24238588577638445,0.23526542423780655,0.7689711099647614,4.6500000000000005e-05,224.35888075828552
10,1.0414845856004202,0.8541636538792805,0.2594208336958108,0.252438222611564,0.7711334458316665,4.5e-05,221.84963464736938
11,1.0003403796533012,0.8335904457482947,0.2730725336075548,0.26626873603571694,0.7748463029363548,4.35e-05,221.05352020263672
12,0.9731137694190843,0.818265854115467,0.2789913417132668,0.27222726763941857,0.7798886203382868,4.2e-05,219.48952078819275
13,0.9285898468831976,0.7979044909458084,0.2868132133928717,0.2801090577467575,0.7830781745144642,4.05e-05,224.2269947528839
14,0.8925995027872764,0.7948075183424126,0.28959681914868507,0.28293685417433795,0.7813420506366285,3.9e-05,221.93286514282227
15,0.854906189375232,0.7914199489187524,0.2921068830974757,0.2854697816818806,0.7870083927629463,3.7500000000000003e-05,223.99022221565247
16,0.8267467380633189,0.7946311642367199,0.2845932030508027,0.27789531050717536,0.7850999104450027,3.6e-05,223.79207754135132
17,0.7983609774173834,0.7918922805403131,0.3034976490678422,0.29693301490316926,0.7858720649198356,3.45e-05,224.90771412849426
18,0.7625838089281632,0.7799114127714472,0.30177700486856834,0.29532802752939386,0.787741006138813,3.3e-05,222.50445437431335
19,0.7419043419618936,0.7886262940594471,0.30787955851539384,0.3013496327234914,0.7914281025469063,3.15e-05,225.03760886192322
20,0.7111328084399735,0.7795763106709982,0.31366972899893125,0.30720965907204834,0.7890236100039808,3e-05,222.05982398986816
21,0.6962505045543148,0.7683885001753229,0.30481490808033024,0.29830547479921893,0.7920797263762079,2.8499999999999998e-05,223.82555198669434
22,0.663904464510638,0.7672932684182163,0.3144785682824949,0.3080699345217161,0.7954436842217503,2.7e-05,225.5014865398407
23,0.6594427097136094,0.788367989072838,0.3065019289389952,0.30011752147260606,0.792086130165192,2.5500000000000003e-05,223.39235138893127
24,0.6318885641353186,0.7851838428811376,0.31637665497821194,0.3100525580213506,0.7927595161529909,2.4e-05,221.6865348815918
25,0.6333671402107247,0.791454039903051,0.3076832663610325,0.3013684597032437,0.7894790297052467,2.25e-05,220.02710127830505
26,0.5988125682541625,0.7783421751964523,0.3251851920705891,0.31898334933413935,0.7973835343816673,2.1e-05,211.202782869339
27,0.598552808381509,0.7892549133683783,0.3219171383200552,0.3157650623535416,0.7935328119729896,1.9499999999999996e-05,209.45468425750732
28,0.5749267209865311,0.7871213557729759,0.32634451473856557,0.32013993821863745,0.7964084579283932,1.8000000000000004e-05,215.6804394721985
29,0.552726161240734,0.7961904002001965,0.3250845966241657,0.3189263454071052,0.7962195078531901,1.65e-05,220.6110372543335
30,0.5437152675428784,0.7850409837132956,0.3326544467140535,0.3265902841392055,0.7964077302250996,1.5e-05,224.471364736557
31,0.5401611347461623,0.8013745014926037,0.33483225024410973,0.3287543783707992,0.7943030437791204,1.35e-05,220.63583421707153
32,0.5203875937124293,0.7882614102229536,0.3333924221144881,0.32731023439985524,0.7955805001009899,1.1999999999999997e-05,220.61859393119812
33,0.513206152121226,0.8000293055691393,0.33633762032285414,0.33026785061171443,0.7971981462225857,1.0500000000000003e-05,218.4063503742218
34,0.49768303348335,0.80854107529284,0.34034057028170006,0.33431018994302214,0.7967508231779658,9.000000000000002e-06,221.67121767997742
35,0.4956789235938486,0.8132220559330829,0.3342507493119268,0.32816299662478937,0.7968384846147284,7.5e-06,221.84263801574707
36,0.4951029609278293,0.8026072040619142,0.3388244412654045,0.3328011512225259,0.7970587259315582,5.9999999999999985e-06,219.77786803245544
37,0.4761255246075234,0.7951953210026385,0.3394557675317452,0.333431994284674,0.7986202010189194,4.4999999999999976e-06,222.966952085495
38,0.47890592986258906,0.8099552957887152,0.33796057652949996,0.33194423609282503,0.7975701864464695,3.0000000000000026e-06,220.78082656860352
39,0.47501780108331704,0.7964873543704849,0.34032084342446395,0.3343531962601765,0.7979046388802279,1.5000000000000013e-06,223.3556308746338
40,0.46445298321802614,0.8088497938401249,0.33798889537437454,0.3319445712257656,0.7980683797813324,0.0,225.26051378250122
